"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"."	"IL_161213_8501"	"IL_161213_8502"	"isotopes"	"adduct"	"pcgroup"
59.0437501012806	59.0437501012806	59.0437501012806	323.667672976742	323.667672976742	323.667672976742	1	1	16.6213002714082	34.3203354053198	""	""	"11"
63.017434938345	63.017434938345	63.017434938345	1041.59044903	1041.59044903	1041.59044903	1	1	15.437707313214	68.0247558182766	""	""	"4"
63.0290491301931	63.0290491301931	63.0290491301931	1193.24115277987	1193.24115277987	1193.24115277987	1	1	15.3533739992517	60.6443221846608	""	""	"1"
64.0079338746363	64.0079338746363	64.0079338746363	2272.81769031145	2272.81769031145	2272.81769031145	1	1	48.0631793479741	27.0005361783762	""	""	"15"
65.0022695393185	65.0022695393185	65.0022695393185	1193.24115277987	1193.24115277987	1193.24115277987	1	1	12.9913164609053	144.664806663371	""	""	"1"
65.0027290085312	65.0027290085312	65.0027290085312	1040.48665785209	1040.48665785209	1040.48665785209	1	1	15.4794939122998	103.206137584077	""	""	"4"
65.014769921907	65.0145643312753	65.0149755125386	2272.67214831654	2272.52660632163	2272.81769031145	2	2	301.735596146426	63.4103907063532	""	""	"15"
66.004567002533	65.9998819271788	66.0092520778871	2272.12684300093	2271.4359956904	2272.81769031145	2	2	162.525608364224	49.3174249111689	""	""	"15"
67.0250085113059	67.0250085113059	67.0250085113059	2272.81769031145	2272.81769031145	2272.81769031145	1	1	42.1062003607664	17.6090442762329	""	""	"15"
67.9999632864036	67.9999632864036	67.9999632864036	2271.72526232449	2271.72526232449	2271.72526232449	1	1	37.5664167376387	9.41708635769919	""	""	"15"
72.0019115696524	72.0019115696524	72.0019115696524	146.297673479494	146.297673479494	146.297673479494	1	1	57.3497198636716	11.9255210184122	""	""	"34"
74.0258122385727	74.0258122385727	74.0258122385727	252.697089235875	252.697089235875	252.697089235875	1	1	150.731663803508	19.0449415887935	""	""	"12"
77.018962383072	77.018962383072	77.018962383072	2272.81769031145	2272.81769031145	2272.81769031145	1	1	37.4800047203873	10.5654259024046	""	""	"15"
81.0400525361476	81.0400525361476	81.0400525361476	2272.81769031145	2272.81769031145	2272.81769031145	1	1	55.3167455743616	14.168012754143	""	""	"15"
82.0326727980273	82.0249785342264	82.0403670618282	2272.67214831654	2272.52660632163	2272.81769031145	2	2	152.600030653243	39.6804101588662	""	""	"15"
83.0165567186933	83.0165567186933	83.0165567186933	1192.14433649647	1192.14433649647	1192.14433649647	1	1	9.44618578488462	107.669632408901	""	""	"1"
83.0245227124881	83.0245227124881	83.0245227124881	2272.81769031145	2272.81769031145	2272.81769031145	1	1	62.5902182315717	14.0864708885156	""	""	"15"
83.0205985396672	83.0205985396672	83.0205985396672	1040.48665785209	1040.48665785209	1040.48665785209	1	1	15.9166768283637	78.6648552421996	""	""	"4"
83.977093919412	83.977093919412	83.977093919412	2171.0333240097	2171.0333240097	2171.0333240097	1	1	103.48951955969	60.6922565689234	""	""	"22"
83.9976213153417	83.9976213153417	83.9976213153417	2170.14290545659	2170.14290545659	2170.14290545659	1	1	101.637606371696	57.7414776106334	""	""	"22"
85.0271582468903	85.0271582468903	85.0271582468903	322.557752798676	322.557752798676	322.557752798676	1	1	24.8556947537834	165.222564326268	""	""	"11"
87.0000046761684	87.0000046761684	87.0000046761684	323.667672976742	323.667672976742	323.667672976742	1	1	18.9957717387523	37.0084860654255	""	""	"11"
89.0128825906452	89.0124009610376	89.0133642202529	2271.58062900745	2271.4359956904	2271.72526232449	2	2	196.721104588932	76.5249433715413	""	""	"15"
