"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"."	"IL_161213_7401"	"IL_161213_7402"	"isotopes"	"adduct"	"pcgroup"
63.0039123499398	63.0039123499398	63.0039123499398	1192.7623716243	1192.7623716243	1192.7623716243	1	1	13.2189246850332	63.3111514296615	""	""	"1"
63.0136378507349	63.0136378507349	63.0136378507349	1040.06394406565	1040.06394406565	1040.06394406565	1	1	15.5818026521526	63.1528191792313	""	""	"4"
64.0119601165439	64.0119601165439	64.0119601165439	2273.74656012684	2273.74656012684	2273.74656012684	1	1	103.556934928175	20.9187964305542	""	""	"13"
65.0009644211637	65.0009644211637	65.0009644211637	1040.06394406565	1040.06394406565	1040.06394406565	1	1	13.2200182366567	108.910586006459	""	""	"4"
65.0136096764111	65.0123647243724	65.0148546284499	2274.23441327177	2273.74656012684	2274.72226641669	2	2	628.014225434507	106.791887205539	""	""	"13"
65.0041561550323	65.0041561550323	65.0041561550323	1193.88339432514	1193.88339432514	1193.88339432514	1	1	16.8240859627695	161.791060128016	""	""	"1"
66.0121900781494	66.0099704815998	66.014409674699	2273.34155678356	2272.93655344028	2273.74656012684	2	2	341.388921959945	74.5567319393297	""	""	"13"
67.0282020221738	67.0282020221738	67.0282020221738	2275.53183042568	2275.53183042568	2275.53183042568	1	1	81.22957447933	11.0738309831771	""	""	"13"
68.019584474247	68.019584474247	68.019584474247	2273.74656012684	2273.74656012684	2273.74656012684	1	1	51.5002102708703	17.22724411928	""	""	"13"
69.0047818330312	69.0047818330312	69.0047818330312	2271.5062095615	2271.5062095615	2271.5062095615	1	1	117.30406901694	25.2325997812965	""	""	"13"
72.0062903546459	72.0062903546459	72.0062903546459	146.822925310268	146.822925310268	146.822925310268	1	1	57.6266416882434	7.38207008269975	""	""	"32"
74.0235659304152	74.0235659304152	74.0235659304152	254.289213481408	254.289213481408	254.289213481408	1	1	158.417168500299	19.2256422786685	""	""	"14"
77.0171699838224	77.0171699838224	77.0171699838224	2272.62535469272	2272.62535469272	2272.62535469272	1	1	96.1164143119854	24.5217060149743	""	""	"13"
79.0198292984876	79.0198292984876	79.0198292984876	2275.53183042568	2275.53183042568	2275.53183042568	1	1	47.0537822974538	18.4563849719618	""	""	"13"
81.0470337034681	81.0470337034681	81.0470337034681	2276.65189057414	2276.65189057414	2276.65189057414	1	1	113.525108868323	20.4268158881153	""	""	"13"
82.0413180459063	82.0407516104083	82.0418844814043	2273.34155678356	2272.93655344028	2273.74656012684	2	2	297.120294680618	51.3950080638196	""	""	"13"
83.0100732380277	83.0100732380277	83.0100732380277	1041.18491461194	1041.18491461194	1041.18491461194	1	1	21.0023712595446	88.6078084900613	""	""	"4"
83.0141260750693	83.0141260750693	83.0141260750693	1193.88339432514	1193.88339432514	1193.88339432514	1	1	19.2275279463181	134.149239896797	""	""	"1"
83.0248411759021	83.0248411759021	83.0248411759021	2275.53183042568	2275.53183042568	2275.53183042568	1	1	114.078641039513	25.5935627557248	""	""	"13"
83.9855223995311	83.9808818093197	83.9901629897424	2169.34326361532	2169.17361683036	2169.51291040029	2	2	115.897361741476	76.7394176126056	""	""	"31"
85.0283655243774	85.0283655243774	85.0283655243774	323.895460529789	323.895460529789	323.895460529789	1	1	22.8337133979305	154.566543883545	""	""	"11"
