"mz"	"mzmin"	"mzmax"	"rt"	"rtmin"	"rtmax"	"npeaks"	"mix15"	"IL_221213_2601"	"IL_221213_2602"	"isotopes"	"adduct"	"pcgroup"
81.0417867047084	81.0417867047084	81.0417867047084	48.2036253449254	48.2036253449254	48.2036253449254	1	1	1141.13426951242	130.543315542359	""	""	"7"
81.0417915006122	81.0417915006122	81.0417915006122	2383.36309397628	2383.36309397628	2383.36309397628	1	1	626.628323186027	74.5012839958268	""	""	"6"
81.0446839105247	81.0419940214051	81.0473737996443	2274.78268504867	2273.88732033518	2275.67804976216	2	2	641.389798959595	127.021546375636	""	""	"16"
81.066656956372	81.066656956372	81.066656956372	2227.55375953748	2227.55375953748	2227.55375953748	1	1	19.1050946836845	67.4816476381784	""	""	"5"
81.065871820622	81.0616391816468	81.0701044595971	2075.35549223156	2075.06174795029	2075.64923651283	2	2	110.456130185492	96.2639386752066	""	""	"9"
82.0493499802506	82.049023768324	82.0496761921772	2382.82316147421	2381.18641409175	2384.45990885668	2	2	8173.26465551582	191.541806239821	""	""	"6"
82.049412576215	82.049412576215	82.049412576215	49.3067928339935	49.3067928339935	49.3067928339935	1	1	7148.91188288791	251.749875017963	""	""	"7"
82.0493971274742	82.0493971274742	82.0493971274742	2317.32781322412	2317.32781322412	2317.32781322412	1	1	5925.96228481333	153.738092333154	""	""	"44"
82.050732640181	82.050732640181	82.050732640181	2272.33655841875	2272.33655841875	2272.33655841875	1	1	2686.57647682803	314.152840116061	""	""	"16"
83.0562296937048	83.0562008288066	83.0562585586029	2273.66305507616	2273.43878981714	2273.88732033518	2	2	698.780373373487	136.405065292549	""	""	"16"
84.056512832902	84.054759817154	84.0582658486501	2272.55329781092	2271.6678058047	2273.43878981714	2	2	158.80490734054	56.7680515101908	""	""	"16"
85.0243210017578	85.0239089930769	85.0247330104387	1114.68273176786	1114.48192121562	1114.88354232011	2	2	790.967836809744	291.544490282613	"[1][M]+"	""	"1"
85.0718313714132	85.0711025013024	85.072560241524	2274.78306844346	2274.55887730951	2275.00725957741	2	2	416.216980773762	67.1997071293507	""	""	"16"
85.993383106295	85.993383106295	85.993383106295	2252.18458473032	2252.18458473032	2252.18458473032	1	1	75.8182320034082	82.2399918047196	""	""	"30"
86.0205050310697	86.0205050310697	86.0205050310697	1115.58390164539	1115.58390164539	1115.58390164539	1	1	73.3732648749615	30.9459219142873	"[1][M+1]+"	""	"1"
86.0728276395275	86.0728276395275	86.0728276395275	2275.00725957741	2275.00725957741	2275.00725957741	1	1	76.9029666400456	23.7584053965409	""	""	"16"
86.0935206795492	86.0935206795492	86.0935206795492	2135.25393070644	2135.25393070644	2135.25393070644	1	1	32.1265071796636	379.650542307027	""	""	"19"
87.0845579086304	87.0845579086304	87.0845579086304	2273.88732033518	2273.88732033518	2273.88732033518	1	1	127.942548611242	22.5001286323273	""	""	"16"
89.0337899262571	89.0337899262571	89.0337899262571	328.486727715282	328.486727715282	328.486727715282	1	1	34.6461944260081	158.031238212348	""	""	"29"
89.0352192591438	89.0352192591438	89.0352192591438	376.670109672728	376.670109672728	376.670109672728	1	1	32.3091063806055	239.74473321319	""	""	"24"
89.0365112886585	89.0365112886585	89.0365112886585	601.491784542428	601.491784542428	601.491784542428	1	1	40.1179640564322	420.081957093807	""	""	"17"
90.0106781693683	90.0106781693683	90.0106781693683	603.705514132672	603.705514132672	603.705514132672	1	1	15.8340582050831	68.43115801277	""	""	"17"
90.5029840334909	90.5029840334909	90.5029840334909	2116.24740957147	2116.24740957147	2116.24740957147	1	1	829.436472060149	66.21971923429	""	""	"40"
91.0193128609067	91.0193128609067	91.0193128609067	1114.48192121562	1114.48192121562	1114.48192121562	1	1	103.279374105883	36.8970596230567	""	""	"1"
91.0272506298612	91.0272506298612	91.0272506298612	2384.45990885668	2384.45990885668	2384.45990885668	1	1	347.560799801916	109.518964631694	""	""	"6"
91.0265810812303	91.0265810812303	91.0265810812303	18.409458239265	18.409458239265	18.409458239265	1	1	800.474643273063	232.858756465101	""	""	"75"
91.026190415203	91.026190415203	91.026190415203	2290.02544025505	2290.02544025505	2290.02544025505	1	1	461.52048457748	136.800155232681	""	""	"90"
91.0513127927203	91.0513127927203	91.0513127927203	1201.84165195126	1201.84165195126	1201.84165195126	1	1	21.3401530860189	125.191260924943	""	""	"4"
91.0516660250583	91.0516660250583	91.0516660250583	257.662714382697	257.662714382697	257.662714382697	1	1	20.556949345463	272.196873103358	""	""	"11"
91.0512615886826	91.0512615886826	91.0512615886826	85.4505986440349	85.4505986440349	85.4505986440349	1	1	102.37728526056	255.285203823031	""	""	"26"
91.0495349272749	91.0495349272749	91.0495349272749	151.446130386624	151.446130386624	151.446130386624	1	1	34.1712399010759	113.769943557436	""	""	"18"
91.0566460123646	91.0516291223964	91.0616629023327	612.980232686395	612.707946541722	613.252518831068	2	2	59.409249500095	421.338665517737	""	""	"12"
91.0544834463896	91.0510612534847	91.0579056392945	518.311008635874	518.047383126484	518.574634145265	2	2	70.6428517630047	283.444623176378	""	""	"25"
91.5005270174685	91.5005270174685	91.5005270174685	2116.24740957147	2116.24740957147	2116.24740957147	1	1	323.204987300428	47.1939335438465	""	""	"40"
92.041945450988	92.039774261208	92.0441166407679	49.1283463311556	47.0994602038341	51.1572324584771	2	2	1872.11432261248	374.911005552424	""	""	"7"
92.0398322263372	92.0383905866669	92.0412738660075	2290.91333031625	2290.69456515	2291.13209548251	2	2	977.092845593313	252.062970079696	""	""	"10"
92.0393800838495	92.0393800838495	92.0393800838495	2385.56289042406	2385.56289042406	2385.56289042406	1	1	2578.67544611811	477.206458593386	""	""	"6"
93.027235632656	93.027235632656	93.027235632656	1878.86186982848	1878.86186982848	1878.86186982848	1	1	288.080077614927	343.570735249286	""	""	"3"
93.042308208011	93.0422607437693	93.0423556722528	48.5656076370314	48.2036253449254	48.9275899291374	2	2	6392.41439287595	3105.19655290861	""	""	"7"
93.0424321119613	93.0423810839893	93.0424831399333	2384.81291919084	2384.45990885668	2385.165929525	2	2	8790.35179077102	4831.42765450156	""	""	"6"
93.0423282873862	93.0422339778011	93.0424225969713	2283.95676153237	2276.78142758223	2291.13209548251	2	2	4253.31332239788	2420.33263856291	""	""	"23"
93.0698863280803	93.0689653569315	93.070807299229	151.098195249154	150.750260111683	151.446130386624	2	2	75.3107091037474	157.162014594937	""	""	"18"
94.0491507028991	94.0486142978196	94.0496871079785	2384.26088302708	2384.06185719749	2384.45990885668	2	2	4400.1074051356	1279.81566938921	""	""	"6"
94.0495416003191	94.0493891216976	94.0496940789405	2275.33994828591	2274.55887730951	2276.12101926231	2	2	7085.15542574531	911.908718769683	""	""	"16"
94.0489921389822	94.0482987158584	94.049685562106	46.5719262377781	44.9402271306307	48.2036253449254	2	2	5835.68562528607	1208.27344144366	""	""	"7"
95.0106300541479	95.0106300541479	95.0106300541479	84.7373346705108	84.7373346705108	84.7373346705108	1	1	111.15138872908	162.918603637398	""	""	"26"
95.0382787829648	95.0382787829648	95.0382787829648	84.3537878345573	84.3537878345573	84.3537878345573	1	1	110.220887586846	162.595087443083	""	""	"26"
95.0578008364664	95.0576998977499	95.0579017751828	48.5657796649138	47.8247664958342	49.3067928339935	2	2	2896.83554888818	1189.6165871856	""	""	"7"
95.0578180105388	95.0576501740421	95.0579858470356	2384.26451175064	2383.36309397628	2385.165929525	2	2	3658.38800269074	715.141413432774	""	""	"6"
95.057788887524	95.0577247481782	95.0578530268698	2280.30497198393	2280.08378134364	2280.52616262423	2	2	2035.49945552474	1181.99288120324	""	""	"23"
96.0520767655733	96.0520767655733	96.0520767655733	49.3067928339935	49.3067928339935	49.3067928339935	1	1	376.792620934474	152.125601005661	""	""	"7"
96.0545759815243	96.0545759815243	96.0545759815243	2383.36309397628	2383.36309397628	2383.36309397628	1	1	232.471710709148	79.3122408748132	""	""	"6"
96.0601416567634	96.0599673495775	96.0603159639494	2273.67292778343	2271.6678058047	2275.67804976216	2	2	293.108680505975	178.846925580467	""	""	"16"
97.0035599292118	97.0008645627248	97.0062552956989	1114.68273176786	1114.48192121562	1114.88354232011	2	2	1460.81155019579	405.543253611249	""	""	"1"
97.0732482501824	97.072869335885	97.0736271644799	2273.6672478519	2272.7756183943	2274.55887730951	2	2	468.064030797794	148.481212263373	""	""	"16"
97.9706850718941	97.9706850718941	97.9706850718941	72.9434626721589	72.9434626721589	72.9434626721589	1	1	519.007881449087	129.063979926873	""	""	"83"
98.0623120282826	98.0603197956009	98.0643042609642	2273.66305507616	2273.43878981714	2273.88732033518	2	2	322.418735784462	114.367668278911	""	""	"16"
98.9600950325177	98.9600950325177	98.9600950325177	2117.35614480201	2117.35614480201	2117.35614480201	1	1	513.422696008133	466.177183352546	""	""	"40"
99.0731570096491	99.0731570096491	99.0731570096491	2275.00725957741	2275.00725957741	2275.00725957741	1	1	143.864637373895	40.5604070177791	""	""	"16"
99.5087768337042	99.5087768337042	99.5087768337042	2118.45801496624	2118.45801496624	2118.45801496624	1	1	1310.93131712273	73.330450206582	""	""	"40"
99.9685073403095	99.9685073403095	99.9685073403095	71.8222800952466	71.8222800952466	71.8222800952466	1	1	136.252349956913	39.1503804809984	""	""	"83"
100.073530632981	100.073530632981	100.073530632981	2250.42489384877	2250.42489384877	2250.42489384877	1	1	1295.95259704732	395.635103946667	""	""	"30"
100.506494643069	100.506494643069	100.506494643069	2116.24740957147	2116.24740957147	2116.24740957147	1	1	497.978467173907	50.0913757118492	""	""	"40"
101.069409049275	101.069409049275	101.069409049275	2219.60179099631	2219.60179099631	2219.60179099631	1	1	1719.93543510356	308.669525228453	""	""	"65"
101.943158800755	101.943158800755	101.943158800755	77.3981643496029	77.3981643496029	77.3981643496029	1	1	150.663444001558	68.3223684226328	""	""	"88"
103.053769786444	103.052824470145	103.054715102742	1072.0967847075	1071.8888977259	1072.30467168909	2	2	374.63119713444	485.404836028132	"[2][M]+"	""	"38"
103.052786698534	103.052391646101	103.053181750966	151.652791798198	151.446130386624	151.859453209772	2	2	533.662505098579	1091.84798368698	""	""	"18"
103.072968978252	103.072968978252	103.072968978252	2253.73824339598	2253.73824339598	2253.73824339598	1	1	340.462827665947	124.368608125539	""	""	"30"
103.955089278406	103.954750048925	103.955428507887	2212.93286933765	2210.697242204	2215.1684964713	2	2	7458.01063705676	831.352502969094	""	""	"41"
103.955840762249	103.955840762249	103.955840762249	2253.28682066411	2253.28682066411	2253.28682066411	1	1	2336.15052016111	746.685613130286	""	""	"30"
104.060354109546	104.059198924558	104.061509294534	151.652791798198	151.446130386624	151.859453209772	2	2	51.8574633813955	82.8333042371963	""	""	"18"
104.059586490525	104.059586490525	104.059586490525	1070.76787356879	1070.76787356879	1070.76787356879	1	1	47.0772755512206	36.6791574955193	"[2][M+1]+"	""	"38"
105.03304460991	105.03304460991	105.03304460991	703.776330464718	703.776330464718	703.776330464718	1	1	50.7827637572698	185.242407815279	""	""	"81"
105.043682675021	105.043682675021	105.043682675021	2381.18641409175	2381.18641409175	2381.18641409175	1	1	345.264143945055	206.824218413283	""	""	"6"
105.043012271791	105.043012271791	105.043012271791	47.0994602038341	47.0994602038341	47.0994602038341	1	1	757.307766094787	353.199045363173	""	""	"7"
105.069592728721	105.067678511208	105.071506946234	1834.97840218634	1834.35500523161	1835.60179914106	2	2	93.5094447358852	101.248521193177	""	""	"62"
105.95382032955	105.953506865294	105.954133793805	2252.40724291436	2251.52766516462	2253.28682066411	2	2	3818.79194414443	972.511668290556	""	""	"30"
106.054146852881	106.054146852881	106.054146852881	2286.70798769128	2286.70798769128	2286.70798769128	1	1	110.817877159328	55.4864875621607	""	""	"90"
107.031751471185	107.031751471185	107.031751471185	84.3537878345573	84.3537878345573	84.3537878345573	1	1	71.2773913401332	71.0711554499162	""	""	"26"
107.032975002402	107.032975002402	107.032975002402	150.750260111683	150.750260111683	150.750260111683	1	1	114.884075843418	54.1837494583514	""	""	"18"
107.059066717553	107.058894275044	107.059239160061	2384.81608985842	2383.36309397628	2386.26908574056	2	2	2834.77771747922	313.093820484937	""	""	"6"
107.058674093592	107.058347492906	107.059000694277	2280.63343250039	2274.55887730951	2286.70798769128	2	2	1866.77592941496	534.500206476194	""	""	"23"
107.058902763551	107.058902763551	107.058902763551	48.2036253449254	48.2036253449254	48.2036253449254	1	1	2334.2384604834	548.108748286459	""	""	"7"
108.064172512972	108.063453713496	108.064891312448	2276.4372302796	2274.55887730951	2278.31558324969	2	2	2934.45995320919	675.791826083267	""	""	"16"
108.059735884911	108.059735884911	108.059735884911	49.3067928339935	49.3067928339935	49.3067928339935	1	1	2480.50667196135	459.840088120906	""	""	"7"
109.012173749454	109.01149162994	109.012855868968	1115.23372198275	1114.88354232011	1115.58390164539	2	2	140.221532942794	92.4042903269186	""	""	"1"
109.072749537292	109.072730536133	109.072768538451	2273.66305507616	2273.43878981714	2273.88732033518	2	2	643.696405825722	334.628558465553	""	""	"16"
109.095579543772	109.09003914476	109.101119942784	2075.90139343155	2075.64923651283	2076.15355035027	2	2	133.168257626697	122.119644006099	""	""	"9"
110.07033546277	110.069846586461	110.07082433908	2274.22309882235	2273.88732033518	2274.55887730951	2	2	1567.15885522082	639.55102245088	""	""	"16"
110.069844032646	110.069844032646	110.069844032646	2383.36309397628	2383.36309397628	2383.36309397628	1	1	344.972217652581	143.079900321237	""	""	"6"
111.086862658141	111.086201691627	111.087523624654	2274.22309882235	2273.88732033518	2274.55887730951	2	2	1558.80053862429	478.460929575515	""	""	"16"
112.060602134024	112.060602134024	112.060602134024	50.4219644273517	50.4219644273517	50.4219644273517	1	1	708.568566408353	68.6943351052841	""	""	"7"
112.08345130294	112.082281192451	112.08462141343	2274.78306844346	2274.55887730951	2275.00725957741	2	2	1494.15988813977	417.22005611414	""	""	"16"
113.090761459348	113.089252479089	113.092270439607	2274.78306844346	2274.55887730951	2275.00725957741	2	2	234.39937780347	85.1855497058634	""	""	"16"
113.109074484673	113.109074484673	113.109074484673	2206.74811418754	2206.74811418754	2206.74811418754	1	1	164.756495037063	41.2699217134751	""	""	"8"
114.087916014467	114.087916014467	114.087916014467	1113.78056248013	1113.78056248013	1113.78056248013	1	1	15.4694574653215	43.9147365365456	""	""	"1"
114.098095797295	114.098095797295	114.098095797295	2272.7756183943	2272.7756183943	2272.7756183943	1	1	152.559600467919	42.6425497870722	""	""	"16"
115.031057099777	115.028169055105	115.033945144449	1114.68273176786	1114.48192121562	1114.88354232011	2	2	1430.70525947089	192.120312800689	""	""	"1"
115.05162901368	115.05162901368	115.05162901368	257.662714382697	257.662714382697	257.662714382697	1	1	108.830912519764	440.939834174007	""	""	"11"
115.06421233465	115.06421233465	115.06421233465	1946.09595853689	1946.09595853689	1946.09595853689	1	1	17.8513928970326	55.5634166010423	""	""	"34"
116.059535470425	116.059535470425	116.059535470425	256.569919706473	256.569919706473	256.569919706473	1	1	11.7662848043021	111.414055627591	""	""	"11"
116.105098420369	116.105098420369	116.105098420369	2249.30496002024	2249.30496002024	2249.30496002024	1	1	235.525997242136	22.6970857074323	""	""	"30"
117.021751483502	117.013534461827	117.029968505177	600.652132093591	599.812479644753	601.491784542428	2	2	220.313910575352	838.898437862704	""	""	"17"
117.030144911159	117.030144911159	117.030144911159	328.486727715282	328.486727715282	328.486727715282	1	1	119.078569294244	224.936013728248	""	""	"29"
117.030743799767	117.030743799767	117.030743799767	376.670109672728	376.670109672728	376.670109672728	1	1	139.448472327764	311.310289909077	""	""	"24"
117.054836042236	117.054836042236	117.054836042236	256.569919706473	256.569919706473	256.569919706473	1	1	96.5037109837846	345.435865526305	""	""	"11"
117.063966581531	117.062223228987	117.065709934074	1945.26792696373	1944.99282283071	1945.54303109674	2	2	672.296882943608	311.6689163414	""	""	"34"
118.017124692334	118.017124692334	118.017124692334	611.029740279623	611.029740279623	611.029740279623	1	1	131.775898884716	193.450073369277	""	""	"12"
118.065552241352	118.064148027427	118.066956455277	257.338787451661	257.014860520626	257.662714382697	2	2	512.025511812857	2985.00753617384	""	""	"11"
119.048425579081	119.048394955875	119.048456202286	613.534305545558	613.252518831068	613.816092260048	2	2	246.636992778767	838.188180596871	""	""	"12"
119.047066604384	119.045270265265	119.048862943502	85.6483755028362	84.7373346705108	86.5594163351616	2	2	418.375092132174	382.016867378149	""	""	"26"
119.048515310808	119.048255109164	119.048775512452	518.311008635874	518.047383126484	518.574634145265	2	2	359.651412873614	615.977871671748	""	""	"25"
119.048382352138	119.048382352138	119.048382352138	1202.94466191495	1202.94466191495	1202.94466191495	1	1	36.0205616861739	360.79927936953	""	""	"4"
119.059027614889	119.058680490597	119.059374739181	50.7889233463141	49.3067928339935	52.2710538586346	2	2	2619.87761645038	1125.23599660885	""	""	"7"
119.066074769218	119.066074769218	119.066074769218	256.569919706473	256.569919706473	256.569919706473	1	1	49.3966707994846	311.722990626917	""	""	"11"
119.059658780603	119.059658780603	119.059658780603	2295.11522517057	2295.11522517057	2295.11522517057	1	1	4800.80377462186	2038.58202789791	""	""	"10"
120.006367396223	120.006367396223	120.006367396223	614.362420611537	614.362420611537	614.362420611537	1	1	33.1760477891815	54.0749310561968	""	""	"12"
120.054779394292	120.054687270807	120.054871517776	48.0141959203798	47.8247664958342	48.2036253449254	2	2	12189.487116861	5639.80653399789	""	""	"7"
120.054934917856	120.054887636997	120.054982198715	2384.81291919084	2384.45990885668	2385.165929525	2	2	15219.2932881866	7169.28550780953	""	""	"6"
120.054665493617	120.054645717691	120.054685269543	2294.3426153157	2293.57000546083	2295.11522517057	2	2	5374.7387036252	3212.01631677375	""	""	"10"
120.079783020541	120.079649265988	120.079916775094	152.207695325989	151.859453209772	152.555937442205	2	2	11028.1457535463	4840.18200421179	"[3][M]+"	""	"18"
120.477822082208	120.477822082208	120.477822082208	151.859453209772	151.859453209772	151.859453209772	1	1	61.2621296523012	29.5240715085464	""	""	"18"
120.550087490687	120.550087490687	120.550087490687	153.674740656728	153.674740656728	153.674740656728	1	1	72.3103400885197	41.6730250344926	""	""	"18"
120.754414271532	120.754414271532	120.754414271532	151.859453209772	151.859453209772	151.859453209772	1	1	77.780503431859	48.2942054866783	""	""	"18"
120.872442785748	120.872442785748	120.872442785748	152.555937442205	152.555937442205	152.555937442205	1	1	76.069456241145	53.257401692386	""	""	"18"
121.02887259313	121.027859300661	121.029885885599	1879.47887201273	1878.86186982848	1880.09587419697	2	2	340.338914998886	857.567748247103	"[4][M]+"	""	"3"
121.020589847564	121.020589847564	121.020589847564	2207.38368351456	2207.38368351456	2207.38368351456	1	1	24.2544722247332	111.934594659681	""	""	"8"
121.019936436658	121.019936436658	121.019936436658	613.252518831068	613.252518831068	613.252518831068	1	1	11.9072376545193	80.874555455739	""	""	"12"
121.026745922201	121.026745922201	121.026745922201	1250.85325385085	1250.85325385085	1250.85325385085	1	1	33.0025351194516	163.242014184042	""	""	"13"
121.061630734009	121.061458640612	121.061802827406	48.0141959203798	47.8247664958342	48.2036253449254	2	2	4799.2175837864	2200.6076574021	""	""	"7"
121.061947019665	121.06180422005	121.06208981928	2384.26088302708	2384.06185719749	2384.45990885668	2	2	6510.15742840589	1195.89576241427	""	""	"6"
121.062098259651	121.061725826907	121.062470692395	2295.45424263175	2295.11522517057	2295.79326009294	2	2	1851.13495002244	1410.30915168812	""	""	"10"
121.083546331232	121.083300527158	121.083792135305	151.652791798198	151.446130386624	151.859453209772	2	2	1151.37311440158	526.795130913904	"[3][M+1]+"	""	"18"
121.23507275615	121.227644717273	121.242500795027	152.212500384206	150.750260111683	153.674740656728	2	2	66.2821746733528	38.9741709007566	""	""	"18"
121.525926379839	121.525926379839	121.525926379839	152.973639795964	152.973639795964	152.973639795964	1	1	53.031153028528	24.7973094010138	""	""	"18"
121.730897865897	121.730897865897	121.730897865897	151.859453209772	151.859453209772	151.859453209772	1	1	52.887344621704	34.1593129374406	""	""	"18"
122.013641948746	122.013641948746	122.013641948746	1878.86186982848	1878.86186982848	1878.86186982848	1	1	40.2736577016771	71.0279877931316	"[4][M+1]+"	""	"3"
122.077835601048	122.076363810864	122.079307391232	2270.56149963903	2269.45519347335	2271.6678058047	2	2	1407.60722992064	631.957963350126	""	""	"16"
122.215323687916	122.215323687916	122.215323687916	152.973639795964	152.973639795964	152.973639795964	1	1	37.78725672645	17.7552290632644	""	""	"18"
123.025336084055	123.025336084055	123.025336084055	704.368920534347	704.368920534347	704.368920534347	1	1	77.6253075144138	33.3579621412643	""	""	"81"
123.02825334458	123.02825334458	123.02825334458	1202.94466191495	1202.94466191495	1202.94466191495	1	1	22.5257182628624	63.875464040892	""	""	"4"
123.042116486242	123.041309184297	123.042923788187	84.5455612525341	84.3537878345573	84.7373346705108	2	2	671.641445701584	396.838851304336	"[5][M]+"	""	"26"
123.078228701796	123.078228701796	123.078228701796	49.3067928339935	49.3067928339935	49.3067928339935	1	1	6293.54889375571	77.8407224590662	""	""	"7"
123.078249750155	123.078249750155	123.078249750155	2384.45990885668	2384.45990885668	2384.45990885668	1	1	4393.79192154156	43.6413370318928	""	""	"6"
123.078378577478	123.078378577478	123.078378577478	2310.10327170887	2310.10327170887	2310.10327170887	1	1	6669.15651955887	64.4464688656783	""	""	"43"
123.082856740386	123.082856740386	123.082856740386	2272.33655841875	2272.33655841875	2272.33655841875	1	1	1538.99594464361	265.864518392457	""	""	"16"
124.032509335172	124.032509335172	124.032509335172	85.840507106041	85.840507106041	85.840507106041	1	1	55.4259679289319	30.5778164716228	"[5][M+1]+"	""	"26"
124.085959571057	124.085943397117	124.085975744998	2272.00218211173	2271.6678058047	2272.33655841875	2	2	1685.10883607602	391.50254224005	""	""	"16"
124.086530540483	124.086530540483	124.086530540483	2211.16220670655	2211.16220670655	2211.16220670655	1	1	5399.92019923357	505.369981050077	""	""	"41"
124.958033320345	124.958033320345	124.958033320345	74.0576348944406	74.0576348944406	74.0576348944406	1	1	218.028899487776	64.7989208425532	""	""	"83"
124.989616621823	124.989616621823	124.989616621823	2131.93146293975	2131.93146293975	2131.93146293975	1	1	136.823365545466	296.303158333952	""	""	"19"
125.081459746135	125.081347514869	125.081571977401	2278.64856481638	2278.31558324969	2278.98154638307	2	2	3746.74943704083	1233.94120182044	""	""	"23"
125.081409639433	125.081409639433	125.081409639433	50.4219644273517	50.4219644273517	50.4219644273517	1	1	1808.38403666624	453.86228134489	""	""	"7"
